nivel,distrito,concelho,freguesia,dicofre
3,Santarém,Salvaterra de Magos,União das freguesias de Glória do Ribatejo e Granho,141507
3,Santarém,Salvaterra de Magos,União das freguesias de Salvaterra de Magos e Foros de Salvaterra,141508
3,Santarém,Santarém,Abitureiras,141601
3,Santarém,Santarém,Abrã,141602
3,Santarém,Santarém,Alcanede,141604
3,Santarém,Santarém,Alcanhões,141605
3,Santarém,Santarém,Almoster,141606
3,Santarém,Santarém,Amiais de Baixo,141607
3,Santarém,Santarém,Arneiro das Milhariças,141608
3,Santarém,Santarém,Moçarria,141613
3,Santarém,Santarém,Pernes,141614
3,Santarém,Santarém,Póvoa da Isenta,141616
3,Santarém,Santarém,Vale de Santarém,141625
3,Santarém,Santarém,Gançaria,141628
3,Santarém,Santarém,"União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém",141629
3,Santarém,Santarém,União das freguesias de Azoia de Cima e Tremês,141630
3,Santarém,Santarém,União das freguesias de Casével e Vaqueiros,141631
3,Santarém,Santarém,União das freguesias de Romeira e Várzea,141632
3,Santarém,Santarém,União de freguesias da cidade de Santarém,141633
3,Santarém,Santarém,União das freguesias de São Vicente do Paul e Vale de Figueira,141634
3,Santarém,Sardoal,Alcaravela,141701
3,Santarém,Sardoal,Santiago de Montalegre,141702
3,Santarém,Sardoal,Sardoal,141703
3,Santarém,Sardoal,Valhascos,141704
3,Santarém,Tomar,Asseiceira,141802
3,Santarém,Tomar,Carregueiros,141804
3,Santarém,Tomar,Olalhas,141808
3,Santarém,Tomar,Paialvo,141809
3,Santarém,Tomar,São Pedro de Tomar,141813
3,Santarém,Tomar,Sabacheira,141814
3,Santarém,Tomar,União das freguesias de Além da Ribeira e Pedreira,141817
3,Santarém,Tomar,União das freguesias de Casais e Alviobeira,141818
3,Santarém,Tomar,União das freguesias de Madalena e Beselga,141819
3,Santarém,Tomar,União das freguesias de Serra e Junceira,141820
3,Santarém,Tomar,União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais,141821
3,Santarém,Torres Novas,Assentiz,141902
3,Santarém,Torres Novas,Chancelaria,141904
3,Santarém,Torres Novas,Pedrógão,141909
3,Santarém,Torres Novas,Riachos,141910
3,Santarém,Torres Novas,Zibreira,141916
3,Santarém,Torres Novas,Meia Via,141917
3,Santarém,Torres Novas,"União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel",141918
3,Santarém,Torres Novas,União das freguesias de Olaia e Paço,141919
3,Santarém,Torres Novas,"União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago)",141920
3,Santarém,Torres Novas,"União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca",141921
3,Santarém,Vila Nova da Barquinha,Atalaia,142001
3,Santarém,Vila Nova da Barquinha,Praia do Ribatejo,142002
3,Santarém,Vila Nova da Barquinha,Tancos,142003
3,Santarém,Vila Nova da Barquinha,Vila Nova da Barquinha,142006
3,Santarém,Ourém,Alburitel,142101
3,Santarém,Ourém,Atouguia,142102
3,Santarém,Ourém,Caxarias,142104
3,Santarém,Ourém,Espite,142105
3,Santarém,Ourém,Fátima,142106
3,Santarém,Ourém,Nossa Senhora das Misericórdias,142111
3,Santarém,Ourém,Seiça,142113
3,Santarém,Ourém,Urqueira,142114
3,Santarém,Ourém,Nossa Senhora da Piedade,142115
3,Santarém,Ourém,"União das freguesias de Freixianda, Ribeira do Fárrio e Formigais",142119
3,Santarém,Ourém,União das freguesias de Gondemaria e Olival,142120
3,Santarém,Ourém,União das freguesias de Matas e Cercal,142121
3,Santarém,Ourém,União das freguesias de Rio de Couros e Casal dos Bernardos,142122
3,Setúbal,Alcácer do Sal,Torrão,150104
3,Setúbal,Alcácer do Sal,São Martinho,150105
3,Setúbal,Alcácer do Sal,Comporta,150106
3,Setúbal,Alcácer do Sal,União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana,150107
3,Setúbal,Alcochete,Alcochete,150201
3,Setúbal,Alcochete,Samouco,150202
3,Setúbal,Alcochete,São Francisco,150203
3,Setúbal,Almada,Costa da Caparica,150303
3,Setúbal,Almada,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",150312
3,Setúbal,Almada,União das freguesias de Caparica e Trafaria,150313
3,Setúbal,Almada,União das freguesias de Charneca de Caparica e Sobreda,150314
3,Setúbal,Almada,União das freguesias de Laranjeiro e Feijó,150315
3,Setúbal,Barreiro,Santo António da Charneca,150407
3,Setúbal,Barreiro,"União das freguesias de Alto do Seixalinho, Santo André e Verderena",150409
3,Setúbal,Barreiro,União das freguesias de Barreiro e Lavradio,150410
3,Setúbal,Barreiro,União das freguesias de Palhais e Coina,150411
3,Setúbal,Grândola,Azinheira dos Barros e São Mamede do Sádão,150501
3,Setúbal,Grândola,Melides,150503
3,Setúbal,Grândola,Carvalhal,150505
3,Setúbal,Grândola,União das freguesias de Grândola e Santa Margarida da Serra,150506
3,Setúbal,Moita,Alhos Vedros,150601
3,Setúbal,Moita,Moita,150603
3,Setúbal,Moita,União das freguesias de Baixa da Banheira e Vale da Amoreira,150607
3,Setúbal,Moita,União das freguesias de Gaio-Rosário e Sarilhos Pequenos,150608
3,Setúbal,Montijo,Canha,150701
3,Setúbal,Montijo,Sarilhos Grandes,150704
3,Setúbal,Montijo,União das freguesias de Atalaia e Alto Estanqueiro-Jardia,150709
3,Setúbal,Montijo,União das freguesias de Montijo e Afonsoeiro,150710
3,Setúbal,Montijo,União das freguesias de Pegões,150711
3,Setúbal,Palmela,Palmela,150802
3,Setúbal,Palmela,Pinhal Novo,150803
3,Setúbal,Palmela,Quinta do Anjo,150804
3,Setúbal,Palmela,União das freguesias de Poceirão e Marateca,150806
3,Setúbal,Santiago do Cacém,Abela,150901
3,Setúbal,Santiago do Cacém,Alvalade,150902
3,Setúbal,Santiago do Cacém,Cercal,150903
3,Setúbal,Santiago do Cacém,Ermidas-Sado,150904
3,Setúbal,Santiago do Cacém,Santo André,150907
3,Setúbal,Santiago do Cacém,São Francisco da Serra,150910
3,Setúbal,Santiago do Cacém,"União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra",150912
3,Setúbal,Santiago do Cacém,União das freguesias de São Domingos e Vale de Água,150913
3,Setúbal,Seixal,Amora,151002
3,Setúbal,Seixal,Corroios,151005
3,Setúbal,Seixal,Fernão Ferro,151006
3,Setúbal,Seixal,"União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires",151007
3,Setúbal,Sesimbra,Sesimbra (Castelo),151101
3,Setúbal,Sesimbra,Sesimbra (Santiago),151102
3,Setúbal,Sesimbra,Quinta do Conde,151103
3,Setúbal,Setúbal,Setúbal (São Sebastião),151205
3,Setúbal,Setúbal,Gâmbia-Pontes-Alto da Guerra,151207
3,Setúbal,Setúbal,Sado,151208
3,Setúbal,Setúbal,União das freguesias de Azeitão (São Lourenço e São Simão),151209
3,Setúbal,Setúbal,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",151210
3,Setúbal,Sines,Sines,151301
3,Setúbal,Sines,Porto Covo,151302
3,Viana do Castelo,Arcos de Valdevez,Aboim das Choças,160101
3,Viana do Castelo,Arcos de Valdevez,Aguiã,160102
3,Viana do Castelo,Arcos de Valdevez,Ázere,160104
3,Viana do Castelo,Arcos de Valdevez,Cabana Maior,160105
3,Viana do Castelo,Arcos de Valdevez,Cabreiro,160106
3,Viana do Castelo,Arcos de Valdevez,Cendufe,160108
3,Viana do Castelo,Arcos de Valdevez,Couto,160109
3,Viana do Castelo,Arcos de Valdevez,Gavieira,160113
3,Viana do Castelo,Arcos de Valdevez,Gondoriz,160115
3,Viana do Castelo,Arcos de Valdevez,Miranda,160121
3,Viana do Castelo,Arcos de Valdevez,Monte Redondo,160122
3,Viana do Castelo,Arcos de Valdevez,Oliveira,160123
3,Viana do Castelo,Arcos de Valdevez,Paçô,160124
3,Viana do Castelo,Arcos de Valdevez,Padroso,160125
3,Viana do Castelo,Arcos de Valdevez,Prozelo,160128
3,Viana do Castelo,Arcos de Valdevez,Rio Frio,160130
3,Viana do Castelo,Arcos de Valdevez,Rio de Moinhos,160131
3,Viana do Castelo,Arcos de Valdevez,Sabadim,160133
3,Viana do Castelo,Arcos de Valdevez,Jolda (São Paio),160142
3,Viana do Castelo,Arcos de Valdevez,Senharei,160144
3,Viana do Castelo,Arcos de Valdevez,Sistelo,160145
3,Viana do Castelo,Arcos de Valdevez,Soajo,160146
3,Viana do Castelo,Arcos de Valdevez,Vale,160149
3,Viana do Castelo,Arcos de Valdevez,União das freguesias de Alvora e Loureda,160152
3,Viana do Castelo,Arcos de Valdevez,União das freguesias de Arcos de Valdevez (São Paio) e Giela,160153
3,Viana do Castelo,Arcos de Valdevez,"União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",160154
3,Viana do Castelo,Arcos de Valdevez,União das freguesias de Eiras e Mei,160155
3,Viana do Castelo,Arcos de Valdevez,União das freguesias de Grade e Carralcova,160156
3,Viana do Castelo,Arcos de Valdevez,União das freguesias de Guilhadeses e Santar,160157
3,Viana do Castelo,Arcos de Valdevez,União das freguesias de Jolda (Madalena) e Rio Cabrão,160158
3,Viana do Castelo,Arcos de Valdevez,União das freguesias de Padreiro (Salvador e Santa Cristina),160159
3,Viana do Castelo,Arcos de Valdevez,União das freguesias de Portela e Extremo,160160
3,Viana do Castelo,Arcos de Valdevez,União das freguesias de São Jorge e Ermelo,160161
3,Viana do Castelo,Arcos de Valdevez,União das freguesias de Souto e Tabaçô,160162
3,Viana do Castelo,Arcos de Valdevez,União das freguesias de Távora (Santa Maria e São Vicente),160163
3,Viana do Castelo,Arcos de Valdevez,"União das freguesias de Vilela, São Cosme e São Damião e Sá",160164
3,Viana do Castelo,Caminha,Âncora,160201
3,Viana do Castelo,Caminha,Argela,160205
3,Viana do Castelo,Caminha,Dem,160209
3,Viana do Castelo,Caminha,Lanhelas,160211
3,Viana do Castelo,Caminha,Riba de Âncora,160214
3,Viana do Castelo,Caminha,Seixas,160215
3,Viana do Castelo,Caminha,Vila Praia de Âncora,160217
3,Viana do Castelo,Caminha,Vilar de Mouros,160218
3,Viana do Castelo,Caminha,Vile,160220
3,Viana do Castelo,Caminha,"União das freguesias de Arga (Baixo, Cima e São João)",160221
3,Viana do Castelo,Caminha,União das freguesias de Caminha (Matriz) e Vilarelho,160222
3,Viana do Castelo,Caminha,União das freguesias de Gondar e Orbacém,160223
3,Viana do Castelo,Caminha,União das freguesias de Moledo e Cristelo,160224
3,Viana do Castelo,Caminha,União das freguesias de Venade e Azevedo,160225
3,Viana do Castelo,Melgaço,Alvaredo,160301
3,Viana do Castelo,Melgaço,Cousso,160304
3,Viana do Castelo,Melgaço,Cristoval,160305
3,Viana do Castelo,Melgaço,Fiães,160307
3,Viana do Castelo,Melgaço,Gave,160308
3,Viana do Castelo,Melgaço,Paderne,160311
3,Viana do Castelo,Melgaço,Penso,160313
3,Viana do Castelo,Melgaço,São Paio,160317
3,Viana do Castelo,Melgaço,União das freguesias de Castro Laboreiro e Lamas de Mouro,160319
3,Viana do Castelo,Melgaço,União das freguesias de Chaviães e Paços,160320
3,Viana do Castelo,Melgaço,União das freguesias de Parada do Monte e Cubalhão,160321
3,Viana do Castelo,Melgaço,União das freguesias de Prado e Remoães,160322
3,Viana do Castelo,Melgaço,União das freguesias de Vila e Roussas,160323
3,Viana do Castelo,Monção,Abedim,160401
3,Viana do Castelo,Monção,Barbeita,160404
3,Viana do Castelo,Monção,Barroças e Taias,160405
3,Viana do Castelo,Monção,Bela,160406
3,Viana do Castelo,Monção,Cambeses,160407
3,Viana do Castelo,Monção,Lara,160410
3,Viana do Castelo,Monção,Longos Vales,160411
3,Viana do Castelo,Monção,Merufe,160415
3,Viana do Castelo,Monção,Moreira,160418
3,Viana do Castelo,Monção,Pias,160420
3,Viana do Castelo,Monção,Pinheiros,160421
3,Viana do Castelo,Monção,Podame,160422
3,Viana do Castelo,Monção,Portela,160423
3,Viana do Castelo,Monção,Riba de Mouro,160424
3,Viana do Castelo,Monção,Segude,160427
3,Viana do Castelo,Monção,Tangil,160428
3,Viana do Castelo,Monção,Trute,160431
3,Viana do Castelo,Monção,União das freguesias de Anhões e Luzio,160434
3,Viana do Castelo,Monção,União das freguesias de Ceivães e Badim,160435
3,Viana do Castelo,Monção,União das freguesias de Mazedo e Cortes,160436
3,Viana do Castelo,Monção,"União das freguesias de Messegães, Valadares e Sá",160437
3,Viana do Castelo,Monção,União das freguesias de Monção e Troviscoso,160438
3,Viana do Castelo,Monção,"União das freguesias de Sago, Lordelo e Parada",160439
3,Viana do Castelo,Monção,União das freguesias de Troporiz e Lapela,160440
3,Viana do Castelo,Paredes de Coura,Agualonga,160501
3,Viana do Castelo,Paredes de Coura,Castanheira,160503
3,Viana do Castelo,Paredes de Coura,Coura,160505
3,Viana do Castelo,Paredes de Coura,Cunha,160507
3,Viana do Castelo,Paredes de Coura,Infesta,160510
3,Viana do Castelo,Paredes de Coura,Mozelos,160513
3,Viana do Castelo,Paredes de Coura,Padornelo,160514
3,Viana do Castelo,Paredes de Coura,Parada,160515
3,Viana do Castelo,Paredes de Coura,Romarigães,160519
3,Viana do Castelo,Paredes de Coura,Rubiães,160520
3,Viana do Castelo,Paredes de Coura,Vascões,160521
3,Viana do Castelo,Paredes de Coura,União das freguesias de Bico e Cristelo,160522
3,Viana do Castelo,Paredes de Coura,União das freguesias de Cossourado e Linhares,160523
3,Viana do Castelo,Paredes de Coura,União das freguesias de Formariz e Ferreira,160524
3,Viana do Castelo,Paredes de Coura,União das freguesias de Insalde e Porreiras,160525
3,Viana do Castelo,Paredes de Coura,União das freguesias de Paredes de Coura e Resende,160526
3,Viana do Castelo,Ponte da Barca,Azias,160601
3,Viana do Castelo,Ponte da Barca,Boivães,160602
3,Viana do Castelo,Ponte da Barca,Bravães,160603
3,Viana do Castelo,Ponte da Barca,Britelo,160604
3,Viana do Castelo,Ponte da Barca,Cuide de Vila Verde,160606
3,Viana do Castelo,Ponte da Barca,Lavradas,160611
3,Viana do Castelo,Ponte da Barca,Lindoso,160612
3,Viana do Castelo,Ponte da Barca,Nogueira,160613
3,Viana do Castelo,Ponte da Barca,Oleiros,160614
3,Viana do Castelo,Ponte da Barca,Sampriz,160619
3,Viana do Castelo,Ponte da Barca,Vade (São Pedro),160623
3,Viana do Castelo,Ponte da Barca,Vade (São Tomé),160624
3,Viana do Castelo,Ponte da Barca,"União das freguesias de Crasto, Ruivos e Grovelas",160626
3,Viana do Castelo,Ponte da Barca,"União das freguesias de Entre Ambos-os-Rios, Ermida e Germil",160627
3,Viana do Castelo,Ponte da Barca,"União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",160628
3,Viana do Castelo,Ponte da Barca,União das freguesias de Touvedo (São Lourenço e Salvador),160629
3,Viana do Castelo,Ponte da Barca,União das freguesias de Vila Chã (São João Baptista e Santiago),160630
3,Viana do Castelo,Ponte de Lima,Anais,160701
3,Viana do Castelo,Ponte de Lima,São Pedro d'Arcos,160703
3,Viana do Castelo,Ponte de Lima,Arcozelo,160704
3,Viana do Castelo,Ponte de Lima,Beiral do Lima,160707
3,Viana do Castelo,Ponte de Lima,Bertiandos,160708
3,Viana do Castelo,Ponte de Lima,Boalhosa,160709
3,Viana do Castelo,Ponte de Lima,Brandara,160710
3,Viana do Castelo,Ponte de Lima,Calheiros,160713
3,Viana do Castelo,Ponte de Lima,Calvelo,160714
3,Viana do Castelo,Ponte de Lima,Correlhã,160716
3,Viana do Castelo,Ponte de Lima,Estorãos,160717
3,Viana do Castelo,Ponte de Lima,Facha,160718
3,Viana do Castelo,Ponte de Lima,Feitosa,160719
3,Viana do Castelo,Ponte de Lima,Fontão,160721
3,Viana do Castelo,Ponte de Lima,Friastelas,160724
3,Viana do Castelo,Ponte de Lima,Gandra,160726
3,Viana do Castelo,Ponte de Lima,Gemieira,160727
3,Viana do Castelo,Ponte de Lima,Gondufe,160728
3,Viana do Castelo,Ponte de Lima,Labruja,160729
3,Viana do Castelo,Ponte de Lima,Poiares,160734
3,Viana do Castelo,Ponte de Lima,Refóios do Lima,160737
3,Viana do Castelo,Ponte de Lima,Ribeira,160739
3,Viana do Castelo,Ponte de Lima,Sá,160740
3,Viana do Castelo,Ponte de Lima,Santa Comba,160742
3,Viana do Castelo,Ponte de Lima,Santa Cruz do Lima,160743
3,Viana do Castelo,Ponte de Lima,Rebordões (Santa Maria),160744
3,Viana do Castelo,Ponte de Lima,Seara,160745
3,Viana do Castelo,Ponte de Lima,Serdedelo,160746
3,Viana do Castelo,Ponte de Lima,Rebordões (Souto),160747
3,Viana do Castelo,Ponte de Lima,Vitorino das Donas,160750
3,Viana do Castelo,Ponte de Lima,Arca e Ponte de Lima,160752
3,Viana do Castelo,Ponte de Lima,"Ardegão, Freixo e Mato",160753
3,Viana do Castelo,Ponte de Lima,Associação de freguesias do Vale do Neiva,160754
3,Viana do Castelo,Ponte de Lima,Bárrio e Cepões,160755
3,Viana do Castelo,Ponte de Lima,Cabaços e Fojo Lobal,160756
3,Viana do Castelo,Ponte de Lima,Cabração e Moreira do Lima,160757
3,Viana do Castelo,Ponte de Lima,Fornelos e Queijada,160758
3,Viana do Castelo,Ponte de Lima,"Labrujó, Rendufe e Vilar do Monte",160759
3,Viana do Castelo,Ponte de Lima,Navió e Vitorino dos Piães,160760
3,Viana do Castelo,Valença,Boivão,160802
3,Viana do Castelo,Valença,Cerdal,160803
3,Viana do Castelo,Valença,Fontoura,160805
3,Viana do Castelo,Valença,Friestas,160806
3,Viana do Castelo,Valença,Ganfei,160808
3,Viana do Castelo,Valença,São Pedro da Torre,160812
3,Viana do Castelo,Valença,Verdoejo,160816
3,Viana do Castelo,Valença,União das freguesias de Gandra e Taião,160817
3,Viana do Castelo,Valença,União das freguesias de Gondomil e Sanfins,160818
3,Viana do Castelo,Valença,União das freguesias de São Julião e Silva,160819
3,Viana do Castelo,Valença,"União das freguesias de Valença, Cristelo Covo e Arão",160820
3,Viana do Castelo,Viana do Castelo,Afife,160901
3,Viana do Castelo,Viana do Castelo,Alvarães,160902
3,Viana do Castelo,Viana do Castelo,Amonde,160903
3,Viana do Castelo,Viana do Castelo,Anha,160904
3,Viana do Castelo,Viana do Castelo,Areosa,160905
3,Viana do Castelo,Viana do Castelo,Carreço,160908
3,Viana do Castelo,Viana do Castelo,Castelo do Neiva,160910
3,Viana do Castelo,Viana do Castelo,Darque,160911
3,Viana do Castelo,Viana do Castelo,Freixieiro de Soutelo,160914
3,Viana do Castelo,Viana do Castelo,Lanheses,160915
3,Viana do Castelo,Viana do Castelo,Montaria,160920
3,Viana do Castelo,Viana do Castelo,Mujães,160922
3,Viana do Castelo,Viana do Castelo,São Romão de Neiva,160923
3,Viana do Castelo,Viana do Castelo,Outeiro,160925
3,Viana do Castelo,Viana do Castelo,Perre,160926
3,Viana do Castelo,Viana do Castelo,Santa Marta de Portuzelo,160928
3,Viana do Castelo,Viana do Castelo,Vila Franca,160935
3,Viana do Castelo,Viana do Castelo,Vila de Punhe,160938
3,Viana do Castelo,Viana do Castelo,Chafé,160940
3,Viana do Castelo,Viana do Castelo,União das freguesias de Barroselas e Carvoeiro,160941
3,Viana do Castelo,Viana do Castelo,União das freguesias de Cardielos e Serreleis,160942
3,Viana do Castelo,Viana do Castelo,"União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão",160943
3,Viana do Castelo,Viana do Castelo,União das freguesias de Mazarefes e Vila Fria,160944
3,Viana do Castelo,Viana do Castelo,"União das freguesias de Nogueira, Meixedo e Vilar de Murteda",160945
3,Viana do Castelo,Viana do Castelo,"União das freguesias de Subportela, Deocriste e Portela Susã",160946
3,Viana do Castelo,Viana do Castelo,União das freguesias de Torre e Vila Mou,160947
3,Viana do Castelo,Viana do Castelo,União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,160948
3,Viana do Castelo,Vila Nova de Cerveira,Cornes,161003
3,Viana do Castelo,Vila Nova de Cerveira,Covas,161004
3,Viana do Castelo,Vila Nova de Cerveira,Gondarém,161006
3,Viana do Castelo,Vila Nova de Cerveira,Loivo,161007
3,Viana do Castelo,Vila Nova de Cerveira,Mentrestido,161009
3,Viana do Castelo,Vila Nova de Cerveira,Sapardos,161012
3,Viana do Castelo,Vila Nova de Cerveira,Sopo,161013
3,Viana do Castelo,Vila Nova de Cerveira,União das freguesias de Campos e Vila Meã,161016
3,Viana do Castelo,Vila Nova de Cerveira,União das freguesias de Candemil e Gondar,161017
3,Viana do Castelo,Vila Nova de Cerveira,União das freguesias de Reboreda e Nogueira,161018
3,Viana do Castelo,Vila Nova de Cerveira,União das freguesias de Vila Nova de Cerveira e Lovelhe,161019
3,Vila Real,Alijó,Alijó,170101
3,Vila Real,Alijó,Favaios,170107
3,Vila Real,Alijó,Pegarinhos,170108
3,Vila Real,Alijó,Pinhão,170109
3,Vila Real,Alijó,Sanfins do Douro,170112
3,Vila Real,Alijó,Santa Eugénia,170113
3,Vila Real,Alijó,São Mamede de Ribatua,170114
3,Vila Real,Alijó,Vila Chã,170116
3,Vila Real,Alijó,Vila Verde,170117
3,Vila Real,Alijó,Vilar de Maçada,170118
3,Vila Real,Alijó,União das freguesias de Carlão e Amieiro,170120
3,Vila Real,Alijó,União das freguesias de Castedo e Cotas,170121
3,Vila Real,Alijó,União das freguesias de Pópulo e Ribalonga,170122
3,Vila Real,Alijó,"União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas",170123
3,Vila Real,Boticas,Beça,170203
3,Vila Real,Boticas,Covas do Barroso,170208
3,Vila Real,Boticas,Dornelas,170210
3,Vila Real,Boticas,Pinho,170213
3,Vila Real,Boticas,Sapiãos,170215
3,Vila Real,Boticas,Alturas do Barroso e Cerdedo,170217
3,Vila Real,Boticas,Ardãos e Bobadela,170218
3,Vila Real,Boticas,Boticas e Granja,170219
3,Vila Real,Boticas,"Codessoso, Curros e Fiães do Tâmega",170220
3,Vila Real,Boticas,Vilar e Viveiro,170221
3,Vila Real,Chaves,Águas Frias,170301
3,Vila Real,Chaves,Anelhe,170302
3,Vila Real,Chaves,Bustelo,170305
3,Vila Real,Chaves,Cimo de Vila da Castanheira,170309
3,Vila Real,Chaves,Curalha,170310
3,Vila Real,Chaves,Ervededo,170312
3,Vila Real,Chaves,Faiões,170313
3,Vila Real,Chaves,Lama de Arcos,170314
3,Vila Real,Chaves,Mairos,170316
3,Vila Real,Chaves,Moreiras,170317
3,Vila Real,Chaves,Nogueira da Montanha,170318
3,Vila Real,Chaves,Oura,170320
3,Vila Real,Chaves,Outeiro Seco,170321
3,Vila Real,Chaves,Paradela,170322
3,Vila Real,Chaves,Redondelo,170324
3,Vila Real,Chaves,Sanfins,170327
3,Vila Real,Chaves,Santa Leocádia,170329
3,Vila Real,Chaves,Santo António de Monforte,170330
3,Vila Real,Chaves,Santo Estêvão,170331
3,Vila Real,Chaves,São Pedro de Agostém,170333
3,Vila Real,Chaves,São Vicente,170334
3,Vila Real,Chaves,Tronco,170340
3,Vila Real,Chaves,Vale de Anta,170341
3,Vila Real,Chaves,Vila Verde da Raia,170343
3,Vila Real,Chaves,Vilar de Nantes,170344
3,Vila Real,Chaves,Vilarelho da Raia,170345
3,Vila Real,Chaves,Vilas Boas,170347
3,Vila Real,Chaves,Vilela Seca,170348
3,Vila Real,Chaves,Vilela do Tâmega,170349
3,Vila Real,Chaves,Santa Maria Maior,170350
3,Vila Real,Chaves,Planalto de Monforte (União das freguesias de Oucidres e Bobadela),170353
3,Vila Real,Chaves,União das freguesias da Madalena e Samaiões,170354
3,Vila Real,Chaves,"União das freguesias das Eiras, São Julião de Montenegro e Cela",170355
3,Vila Real,Chaves,União das freguesias de Calvão e Soutelinho da Raia,170356
3,Vila Real,Chaves,União das freguesias de Loivos e Póvoa de Agrações,170357
3,Vila Real,Chaves,União das freguesias de Santa Cruz_Trindade e Sanjurge,170358
3,Vila Real,Chaves,União das freguesias de Soutelo e Seara Velha,170359
3,Vila Real,Chaves,União das freguesias de Travancas e Roriz,170360
3,Vila Real,Chaves,"Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)",170361
3,Vila Real,Mesão Frio,Barqueiros,170401
3,Vila Real,Mesão Frio,Cidadelhe,170402
3,Vila Real,Mesão Frio,Oliveira,170403
3,Vila Real,Mesão Frio,Vila Marim,170407
3,Vila Real,Mesão Frio,Mesão Frio (Santo André),170408
3,Vila Real,Mondim de Basto,Atei,170501
3,Vila Real,Mondim de Basto,Bilhó,170502
3,Vila Real,Mondim de Basto,São Cristóvão de Mondim de Basto,170505
3,Vila Real,Mondim de Basto,Vilar de Ferreiros,170508
3,Vila Real,Mondim de Basto,União das freguesias de Campanhó e Paradança,170509
3,Vila Real,Mondim de Basto,União das freguesias de Ermelo e Pardelhas,170510
3,Vila Real,Montalegre,Cabril,170601
3,Vila Real,Montalegre,Cervos,170603
3,Vila Real,Montalegre,Chã,170604
3,Vila Real,Montalegre,Covelo do Gerês,170607
3,Vila Real,Montalegre,Ferral,170609
3,Vila Real,Montalegre,Gralhas,170612
3,Vila Real,Montalegre,Morgade,170616
3,Vila Real,Montalegre,Negrões,170618
3,Vila Real,Montalegre,Outeiro,170619
3,Vila Real,Montalegre,Pitões das Junias,170623
3,Vila Real,Montalegre,Reigoso,170625
3,Vila Real,Montalegre,Salto,170626
3,Vila Real,Montalegre,Santo André,170627
3,Vila Real,Montalegre,Sarraquinhos,170629
3,Vila Real,Montalegre,Solveira,170631
3,Vila Real,Montalegre,Tourém,170632
3,Vila Real,Montalegre,Vila da Ponte,170635
3,Vila Real,Montalegre,"União das freguesias de Cambeses do Rio, Donões e Mourilhe",170636
3,Vila Real,Montalegre,União das freguesias de Meixedo e Padornelos,170637
3,Vila Real,Montalegre,União das freguesias de Montalegre e Padroso,170638
3,Vila Real,Montalegre,"União das freguesias de Paradela, Contim e Fiães",170639
3,Vila Real,Montalegre,União das freguesias de Sezelhe e Covelães,170640
3,Vila Real,Montalegre,União das freguesias de Venda Nova e Pondras,170641
3,Vila Real,Montalegre,União das freguesias de Viade de Baixo e Fervidelas,170642
3,Vila Real,Montalegre,União das freguesias de Vilar de Perdizes e Meixide,170643
3,Vila Real,Murça,Candedo,170701
3,Vila Real,Murça,Fiolhoso,170703
3,Vila Real,Murça,Jou,170704
3,Vila Real,Murça,Murça,170705
3,Vila Real,Murça,Valongo de Milhais,170708
3,Vila Real,Murça,União das freguesias de Carva e Vilares,170710
3,Vila Real,Murça,União das freguesias de Noura e Palheiros,170711
3,Vila Real,Peso da Régua,Fontelas,170802
3,Vila Real,Peso da Régua,Loureiro,170805
3,Vila Real,Peso da Régua,Sedielos,170809
3,Vila Real,Peso da Régua,Vilarinho dos Freires,170810
3,Vila Real,Peso da Régua,União das freguesias de Galafura e Covelinhas,170813
3,Vila Real,Peso da Régua,União das freguesias de Moura Morta e Vinhós,170814
3,Vila Real,Peso da Régua,União das freguesias de Peso da Régua e Godim,170815
3,Vila Real,Peso da Régua,União das freguesias de Poiares e Canelas,170816
3,Vila Real,Ribeira de Pena,Alvadia,170901
3,Vila Real,Ribeira de Pena,Canedo,170902
3,Vila Real,Ribeira de Pena,Santa Marinha,170906
3,Vila Real,Ribeira de Pena,União das freguesias de Cerva e Limões,170908
3,Vila Real,Ribeira de Pena,União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega,170909
3,Vila Real,Sabrosa,Celeirós,171001
3,Vila Real,Sabrosa,Covas do Douro,171002
3,Vila Real,Sabrosa,Gouvinhas,171004
3,Vila Real,Sabrosa,Parada de Pinhão,171005
3,Vila Real,Sabrosa,Paços,171007
